,carcatvalue_2,carcatvalue_3,card2_2,card2_3,card2_4,card2_5,card_2,card_3,card_4,card_5,cardtenurecat_3,cardtenurecat_5,carown_0,carown_1,commute_4,inccat_2,inccat_3,inccat_4,inccat_5,reason_2,retire_1,spousedcat_1,spousedcat_4,total_spend_bx,actual_total_spend,pred_total_spend,Deciles
534,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,9.082747817627958,335.79,236.70707661188248,0
4089,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,9.026216830270302,327.63000000000017,362.0804383673281,4
1683,1,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,10.557400512904673,619.7800000000001,396.4338079800759,4
384,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,11.081759772121892,761.2300000000001,348.23138539165427,3
4095,0,1,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,1,0,0,8.440968244057471,252.63999999999996,443.69435907581425,5
439,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,9.609599505171648,420.6000000000001,363.79249975165413,4
312,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,13.387153617231618,1760.1024000000039,547.5338450491786,7
1040,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,1,0,10.86226977537053,698.9799999999998,409.00517936155893,5
2455,0,0,0,0,1,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,8.945762610859628,316.3100000000001,329.5401524225968,3
4467,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,1,0,1,0,11.404949128695982,861.51,794.1296878322365,9
3547,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,7.260075330561936,144.89999999999995,215.57316832423896,0
3345,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,9.130783791595498,342.86000000000024,521.051326794609,7
1483,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.754646079887997,183.87999999999994,247.80870703495265,0
1938,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,11.77871276120546,991.4,402.2720810648933,4
2648,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.011191796049808,325.48999999999995,314.8123014490539,2
18,0,0,0,1,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,10.420421508183749,586.7799999999999,282.8011229987453,1
4146,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,1,0,0,0,0,0,0,0,12.449684617384712,1266.9099999999996,430.8602173675364,5
97,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.509054732768951,163.53000000000003,247.80870703495265,0
2421,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10.161600296958145,528.52,450.09160224897096,6
4464,1,0,0,0,0,1,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,9.571637986207211,413.9300000000001,461.3650896236209,6
3351,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,11.30381173905915,828.9800000000002,702.7072116442035,9
4809,0,1,0,0,1,0,1,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,9.4000545471395,384.90000000000003,451.4532998549929,6
4670,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.388197148164219,382.9600000000004,272.35763955199474,1
4541,0,1,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,9.769414628295817,449.70000000000005,456.11322991941944,6
4882,0,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,7.491724621051126,162.1700000000001,237.88400360861382,0
2517,0,0,0,1,0,0,1,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,7.903279122915033,197.21999999999986,263.1759954087077,1
4715,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,8.860494137830235,304.6799999999997,393.4744143941723,4
2741,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,6.539966269029645,100.88000000000002,483.71991161115056,6
3126,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,12.917662128506453,1495.7800000000009,764.1681299987082,9
1076,1,0,1,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,10.226992408474114,542.7499999999999,348.8549649876673,3
2178,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,11.946183084448212,1054.8300000000006,497.89286320893643,6
906,0,1,0,0,1,0,0,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,11.460204890898563,879.7399999999998,686.9714047805844,8
3334,1,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,10.70852410684665,658.0200000000006,409.82522086180404,5
3171,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,11.675811846859022,954.07,322.6551860689978,2
1136,1,0,0,0,0,0,0,1,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,10.759664823842037,671.4099999999994,481.6667329790525,6
4343,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,6.901542333724601,121.28,547.5338450491786,7
3872,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,0,0,9.994990933484939,493.7000000000005,320.18177646303076,2
3178,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9.63497643972765,425.10999999999973,408.63838880360504,5
2537,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,8.763361926699197,291.88000000000005,327.55019626082907,3
4951,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8.853406419524106,303.7300000000002,800.081023714578,9
2672,0,0,0,1,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1,0,11.098781929070494,766.2500000000001,488.74902885366123,6
1333,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,8.568628469007312,267.6000000000001,343.70112239236295,3
2623,0,0,1,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.080784597385987,214.23000000000005,322.6551860689978,2
2821,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.509045065612694,403.13000000000005,377.18308487344933,4
416,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.25029689990058,547.8999999999999,443.4387153026624,5
340,1,0,1,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,10.293241837410141,557.5000000000006,517.4528304797021,7
2798,0,1,1,0,0,0,0,1,0,0,1,0,0,1,0,0,0,1,0,0,0,0,0,9.260612947383722,362.6099999999999,446.5037297206647,6
3367,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7.827402449818973,190.31,266.3991245220571,1
3763,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7.498237951522462,162.67999999999992,219.44809489579066,0
4796,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,10.54353949147388,616.3699999999998,542.8885788230472,7
1053,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,8.552507757771862,265.66999999999996,318.91616191767,2
2756,0,0,0,1,0,0,0,0,0,1,0,1,1,0,1,1,0,0,0,0,0,0,0,8.947710078385898,316.5799999999999,354.07034140459,3
3543,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,0,0,0,9.75764685583075,447.5000000000004,420.9370837537046,5
839,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0,0,0,1,10.823979162754746,688.5800000000002,509.6181511157103,7
189,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9.627236023017941,423.73,286.4056965266837,1
2386,0,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,0,6.9884719471794625,126.6799999999999,294.8351918298267,1
3738,1,0,0,0,1,0,1,0,0,0,0,1,0,1,1,0,1,0,0,0,0,0,1,9.070104231955472,333.9499999999999,389.36879348461247,4
3729,0,1,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,9.164312311602226,347.87000000000046,504.15865362116307,7
3698,1,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,10.510019562754419,608.1899999999994,510.0265734688899,7
4329,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.81762497505918,458.81000000000006,333.6365284822493,3
4607,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,1,0,10.624671071946294,636.5600000000002,625.1769630682498,8
4384,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,1,10.633377841313312,638.76,263.9832889765325,1
3959,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.475962585922934,397.52,248.5060743504544,0
2794,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,11.570416881585238,917.0899999999997,698.2196344514927,8
3298,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,11.064264981633878,756.1000000000001,266.3991245220571,1
1054,1,0,1,0,0,0,0,0,0,1,0,1,0,1,0,0,1,0,0,0,0,0,0,9.740171637306627,444.2499999999998,467.05706147256575,6
4190,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,1,0,0,0,11.647604857260902,944.0500000000001,942.0162096855113,9
4133,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,10.210132154348697,539.0500000000001,490.64208939440647,6
4964,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,5.8369956690283455,69.49999999999997,343.70112239236295,3
4941,0,0,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,9.63542449911532,425.19000000000017,361.25488240643017,4
2349,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,10.92303337026349,715.7600000000002,687.4214520099014,8
1598,0,0,1,0,0,0,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,8.640245219287735,276.32000000000016,327.55019626082907,3
945,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,10.176019576662807,531.6299999999999,242.86618783681908,0
912,1,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.723509137923807,441.1699999999995,363.3539326676491,4
4859,0,0,1,0,0,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,6.662763328778797,107.45000000000005,250.33690788445048,0
1277,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,10.571115631453855,623.1700000000001,349.2039575720676,3
3179,0,0,0,1,0,0,0,0,0,1,0,1,0,1,0,1,0,0,0,0,0,1,0,9.36426536399691,379.06999999999994,385.862519892063,4
3300,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.044776050483147,330.28999999999996,316.9950657260245,2
4782,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,1,0,13.06170744167887,1572.989999999998,954.901004689717,9
1388,0,1,0,1,0,0,0,0,0,1,0,1,0,1,0,0,0,0,1,0,0,0,0,13.387153617231618,1760.1024000000039,653.9540031466692,8
3190,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.841969570492273,463.47000000000014,581.7084383942027,8
3000,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,8.908853292045505,311.23,583.5780504578101,8
678,0,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,10.579821168642544,625.3300000000005,509.91358420257063,7
4515,0,0,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,1,0,10.493404686764352,604.1699999999998,380.22908119463926,4
4301,0,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,7.85633526398106,192.92000000000002,305.80724491601865,2
1538,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,11.346750611111649,842.6600000000002,375.0242487834311,4
2806,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,9.56337367952726,412.48999999999967,338.5998376892332,3
1034,0,1,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,0,12.28054527626222,1191.930000000001,943.8392803602418,9
2791,1,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,1,10.597515282948239,629.7400000000002,665.1644249379071,8
4934,1,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,8.851612833480585,303.4900000000001,464.5081947983006,6
1169,0,1,1,0,0,0,0,1,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10.178931719012562,532.2599999999999,466.0957641962344,6
1004,1,0,0,1,0,0,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,8.812753757143264,298.33000000000004,317.62567578447846,2
876,0,0,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,1,9.463595018787416,395.44000000000005,242.86618783681908,0
3595,1,0,0,1,0,0,1,0,0,0,1,0,0,1,1,1,0,0,0,0,0,0,0,8.136877791302645,219.86000000000027,337.0873802261688,3
418,1,0,1,0,0,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,9.440194752314952,391.5300000000002,615.7975078041367,8
1436,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,0,9.234297827996395,358.53000000000003,204.57456539885897,0
3231,0,1,0,1,0,0,1,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,8.499605673406467,259.4199999999999,487.9225974401851,6
3070,1,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,1,1,0,9.746421477135588,445.4099999999995,336.2737000872353,3
2015,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.265131196830142,816.820000000001,931.7086547750864,9
1406,0,0,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9.870897522433163,469.05999999999983,483.6662608159705,6
2233,0,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,8.591922387343388,270.4099999999995,256.3736486351638,0
2649,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,9.425369532883256,389.0700000000001,305.21410372720914,2
1411,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,1,0,10.574060668410256,623.9000000000002,340.5846741722792,3
3394,1,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,1,0,0,0,0,0,1,10.17833104263067,532.13,520.7128276456546,7
2639,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,10.62415577483504,636.4299999999993,307.5657172146584,2
243,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,9.03083375656089,328.2900000000002,362.9452426523721,4
785,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.74652911066197,445.4299999999999,467.78706039604725,6
1579,0,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0,0,0,0,1,0,1,8.124629897182322,218.62000000000026,306.06555273994445,2
3820,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.402988075842643,248.33000000000024,252.88218557522507,0
3461,0,0,0,0,0,1,0,1,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.97942657446803,490.5500000000007,366.676765163301,4
4581,0,0,0,1,0,0,0,0,1,0,0,1,1,0,0,1,0,0,0,0,1,0,0,9.322046387598853,372.2900000000004,244.05858922551192,0
284,0,0,0,0,0,1,1,0,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,11.113354169105207,770.5700000000005,320.1566962103851,2
2088,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,1,0,10.372127198422811,575.5100000000002,371.665870030663,4
613,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,0,0,0,0,7.9140705028057825,198.22000000000008,375.0242487834311,4
4696,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.886607996972938,472.11999999999995,457.77345541474796,6
216,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,9.200187667641728,353.3000000000003,265.09915707820545,1
1835,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,7.545475059074646,166.42000000000013,231.12560930739048,0
4593,1,0,0,1,0,0,0,0,1,0,0,1,1,0,0,0,0,1,0,0,0,1,0,10.362561999862386,573.2999999999996,393.9966674199133,4
156,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,9.145357306622774,345.0299999999999,301.9289725763321,2
34,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,0,1,10.656640832363681,644.6700000000001,709.8354325867872,9
367,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,10.471688237218263,598.9499999999994,816.2247843021901,9
3644,0,0,0,0,1,0,1,0,0,0,0,1,1,0,0,1,0,0,0,0,1,0,0,10.494316404533022,604.3900000000003,264.6022807106143,1
3742,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7.645820864373754,174.61000000000018,300.8080217795721,2
2128,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,1,0,0,0,0,1,1,0,8.344990602941513,241.86999999999992,284.05329806469706,1
590,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,8.968037265569272,319.4099999999999,483.27465493882113,6
3893,1,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,11.47817660502279,885.7399999999998,780.7987293715187,9
4323,0,1,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,1,10.100908396960506,515.5999999999998,772.6465428013527,9
4315,0,1,0,1,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,1,9.861356722251793,467.2100000000007,413.1506479368717,5
3164,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,8.127796329994144,218.93999999999997,416.1887658882671,5
1080,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9.67893278688576,433.02000000000055,283.49130624630754,1
1481,0,0,0,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,8.325302084472382,239.71000000000006,365.97363378039284,4
3355,0,0,0,0,1,0,0,1,0,0,0,1,1,0,1,0,0,0,0,0,1,1,0,8.212496147809578,227.64999999999998,206.60758874155087,0
2024,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.258750905917482,362.3200000000001,252.88218557522507,0
4682,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,10.838580209407539,692.5299999999997,554.0406306081946,7
4318,0,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,9.493762085427274,400.53,645.4458883573069,8
3727,1,0,0,1,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,1,1,0,0,12.121948898652462,1125.1100000000006,894.8870824290418,9
1564,0,1,1,0,0,0,0,0,1,0,1,0,0,1,0,0,0,1,0,0,0,0,0,11.202582907842945,797.4799999999998,408.9085043772641,5
3282,0,0,0,1,0,0,0,0,0,1,0,1,1,0,0,1,0,0,0,1,1,1,0,9.88619837755198,472.0400000000002,404.24745344716496,5
4091,0,1,0,1,0,0,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,8.831049467157063,300.75000000000034,422.4915277397831,5
2895,0,0,1,0,0,0,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,10.057566955154844,506.53999999999996,531.860233885374,7
3289,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,1,0,12.53746326612937,1307.3899999999992,741.8542634422301,9
1658,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,9.55427741380494,410.9100000000002,574.6115128117506,8
4395,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,11.162024220014557,785.1500000000003,800.1386564381353,9
4712,0,1,1,0,0,0,0,1,0,0,0,1,0,1,1,0,0,0,1,0,0,0,0,10.082284320942717,511.69000000000005,541.4478943153581,7
4114,0,1,0,1,0,0,1,0,0,0,1,0,0,1,0,0,1,0,0,0,0,0,0,8.18943849383705,225.24999999999991,414.51558552234394,5
4489,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,0,0,0,0,1,0,1,9.325432997147278,372.83000000000055,203.54055621656775,0
1168,1,0,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,0,0,7.776368797560446,185.78000000000006,423.7315947192261,5
4461,0,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,9.91051864509737,476.80999999999943,611.0360627159725,8
2211,1,0,0,0,0,0,0,0,1,0,0,1,0,1,0,0,1,0,0,1,0,0,0,11.607847204657801,930.0799999999996,696.8114928560913,8
3950,0,0,0,1,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,8.562793124692988,266.89999999999986,286.154742110198,1
2511,0,0,1,0,0,0,0,0,0,0,0,1,1,0,0,1,0,0,0,0,0,1,0,10.732886857100047,664.3699999999992,550.2845289502648,7
4801,0,1,0,0,0,0,0,1,0,0,0,1,0,1,1,0,1,0,0,1,0,0,0,11.031977251337988,746.7099999999999,753.9616019408722,9
1143,0,0,1,0,0,0,0,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,8.164902884254785,222.71999999999986,290.4281983007433,1
1205,0,0,0,1,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,1,0,10.832341934187715,690.8400000000003,301.90983944740185,2
2558,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,9.205695197498795,354.14000000000004,483.1249544329723,6
4681,0,0,0,0,1,0,0,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,6.103424647790559,80.22999999999999,215.57316832423896,0
3318,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,10.061853840703106,507.4299999999999,487.3287995866262,6
4009,0,1,1,0,0,0,0,0,1,0,0,1,0,1,1,0,0,0,1,1,0,0,1,9.650504318228057,427.8899999999995,629.5830292800881,8
4613,0,1,1,0,0,0,0,0,0,0,0,1,0,1,0,0,0,1,0,0,0,0,0,11.285613996015824,823.2399999999996,816.2247843021901,9
2224,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,1,8.278578024497735,234.64999999999995,340.6956316366723,3
4987,0,0,0,1,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,1,0,0,0,9.61479503647028,421.51999999999987,365.7568555365719,4
1984,0,0,0,1,0,0,1,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,9.753784820278184,446.78,343.70112239236295,3
2994,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,10.116957946403353,518.9899999999998,543.9546986009038,7
4377,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,9.859961575910626,466.9400000000002,252.88218557522507,0
2714,0,0,1,0,0,0,0,0,0,1,0,1,1,0,0,0,0,0,0,0,1,0,0,8.584898146444004,269.56,259.81611417643046,0
179,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,1,0,8.800892319795368,296.7699999999997,445.41740536147773,5
2820,1,0,0,0,1,0,0,1,0,0,0,1,1,0,0,1,0,0,0,0,0,0,0,9.542140950244956,408.81000000000034,317.06492522182776,2
2061,0,1,0,1,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,10.588139836253639,627.4000000000008,521.051326794609,7
815,0,0,1,0,0,0,0,0,1,0,0,1,0,1,0,1,0,0,0,0,0,0,0,7.590829378258666,170.0800000000001,298.7671321530773,1
2548,0,1,1,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,1,0,0,0,0,9.29879126681389,368.6000000000002,504.44348384566194,7
3579,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,10.080850333361136,511.39000000000027,368.13499803216007,4
272,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0,13.387153617231618,1760.1024000000039,805.377563498571,9
3785,0,1,0,0,0,0,0,0,1,0,0,1,0,1,0,0,0,0,1,0,0,0,0,11.375910553825165,852.0599999999986,747.9231689159194,9
2805,1,0,1,0,0,0,0,1,0,0,1,0,0,1,0,1,0,0,0,1,0,0,0,10.611243950372044,633.1800000000003,429.05513439497815,5
4099,1,0,0,0,1,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,5.515124569561247,58.19760000000002,387.74580793659777,4
2697,1,0,0,1,0,0,0,0,0,0,0,0,0,1,0,0,1,0,0,1,0,0,0,10.835850263738358,691.7900000000002,902.4049124002717,9
4400,0,0,0,0,1,0,0,0,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,11.111704823299185,770.0799999999992,553.6665186854091,7
4230,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,9.644147254672456,426.75,294.52045177394916,1
3408,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,11.777085296581035,990.7999999999995,591.8884109805804,8
4676,0,0,0,0,1,0,0,1,0,0,0,1,0,1,0,1,0,0,0,1,1,1,0,10.206382142074466,538.2299999999999,355.31620120328665,3
3217,0,0,0,0,1,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,11.173163485105684,788.5200000000003,494.29514989206103,6
1391,0,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,9.983041158308817,491.2799999999995,586.8407449563964,8
2205,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,8.445163631593852,253.12000000000032,602.398803346125,8
1997,0,0,0,1,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,8.456752848786394,254.4500000000004,261.95777527296474,1
3040,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,0,0,0,0,0,11.29444106435381,826.0200000000011,586.036803359757,8
